data_trend,data_count,asset,canny,asset_size,cond_scale,img_idx,input_prompt,CLIP,Lie_Factor,Match_count,Rank_Sim
falling,5,bottle,default,0.8,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.338,inf,0,0.0
falling,5,bottle,blur,0.4,0.6,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3783,inf,0,0.0
falling,5,bottle,blur,0.4,0.6,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3747,inf,0,0.0
falling,5,bottle,blur,0.4,0.6,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3545,inf,0,0.0
falling,5,bottle,blur,0.4,0.6,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3135,inf,0,0.0
falling,5,bottle,blur,0.4,0.8,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3559,inf,0,0.0
falling,5,bottle,blur,0.4,0.8,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3723,inf,0,0.0
falling,5,bottle,blur,0.4,0.8,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3529,inf,0,0.0
falling,5,bottle,blur,0.4,0.8,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3672,inf,0,0.0
falling,5,bottle,blur,0.4,1.0,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3534,inf,0,0.0
falling,5,bottle,blur,0.4,1.0,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.359,inf,0,0.0
falling,5,bottle,blur,0.4,1.0,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3823,inf,0,0.0
falling,5,bottle,blur,0.4,1.0,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3702,inf,1,0.0
falling,5,bottle,blur,0.4,1.2,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3656,inf,0,0.0
falling,5,bottle,blur,0.4,1.2,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3121,inf,0,0.0
falling,5,bottle,blur,0.4,1.2,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3556,inf,0,0.0
falling,5,bottle,blur,0.4,1.2,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3806,inf,0,0.0
falling,5,bottle,blur,0.4,1.4,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3303,inf,1,0.0
falling,5,bottle,blur,0.4,1.4,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3196,inf,0,0.0
falling,5,bottle,blur,0.4,1.4,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.346,inf,0,0.0
falling,5,bottle,blur,0.4,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.2635,inf,0,0.0
falling,5,bottle,blur,0.6,0.6,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3565,inf,0,0.0
falling,5,bottle,blur,0.6,0.6,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3394,inf,1,0.0
falling,5,bottle,blur,0.6,0.6,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3733,inf,1,0.0
falling,5,bottle,blur,0.6,0.6,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.378,inf,0,0.0
falling,5,bottle,blur,0.6,0.8,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3542,inf,0,0.0
falling,5,bottle,blur,0.6,0.8,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3391,inf,1,0.0
falling,5,bottle,blur,0.6,0.8,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3719,inf,0,0.0
falling,5,bottle,blur,0.6,0.8,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3675,inf,0,0.0
falling,5,bottle,blur,0.6,1.0,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3949,inf,0,0.0
falling,5,bottle,blur,0.6,1.0,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3712,inf,1,0.0
falling,5,bottle,blur,0.6,1.0,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3613,inf,0,0.0
falling,5,bottle,blur,0.6,1.0,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3443,inf,0,0.0
falling,5,bottle,blur,0.6,1.2,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3648,inf,0,0.0
falling,5,bottle,blur,0.6,1.2,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3288,inf,0,0.0
falling,5,bottle,blur,0.6,1.2,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3562,inf,0,0.0
falling,5,bottle,blur,0.6,1.2,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3749,inf,0,0.0
falling,5,bottle,blur,0.6,1.4,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3567,inf,1,0.0
falling,5,bottle,blur,0.6,1.4,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3331,inf,0,0.0
falling,5,bottle,blur,0.6,1.4,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3406,inf,1,0.0
falling,5,bottle,blur,0.6,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3492,inf,0,0.0
falling,5,bottle,blur,0.8,0.6,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3629,inf,0,0.0
falling,5,bottle,blur,0.8,0.6,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3043,inf,1,0.0
falling,5,bottle,blur,0.8,0.6,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3638,inf,0,0.0
falling,5,bottle,blur,0.8,0.6,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3531,inf,2,-1.0
falling,5,bottle,blur,0.8,0.8,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3501,inf,0,0.0
falling,5,bottle,blur,0.8,0.8,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3718,inf,0,0.0
falling,5,bottle,blur,0.8,0.8,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.346,inf,0,0.0
falling,5,bottle,blur,0.8,0.8,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.358,inf,0,0.0
falling,5,bottle,blur,0.8,1.0,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3661,inf,1,0.0
falling,5,bottle,blur,0.8,1.0,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3465,inf,0,0.0
falling,5,bottle,blur,0.8,1.0,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3412,inf,0,0.0
falling,5,bottle,blur,0.8,1.0,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3562,inf,0,0.0
falling,5,bottle,blur,0.8,1.2,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3667,inf,0,0.0
falling,5,bottle,blur,0.8,1.2,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3666,inf,0,0.0
falling,5,bottle,blur,0.8,1.2,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.341,inf,2,-1.0
falling,5,bottle,blur,0.8,1.2,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3526,inf,0,0.0
falling,5,bottle,blur,0.8,1.4,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.361,inf,0,0.0
falling,5,bottle,blur,0.8,1.4,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3508,inf,1,0.0
falling,5,bottle,blur,0.8,1.4,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.351,inf,2,1.0
falling,5,bottle,blur,0.8,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3543,inf,2,1.0
falling,5,bottle,sparse,0.4,0.6,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3584,inf,0,0.0
falling,5,bottle,sparse,0.4,0.6,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3406,inf,1,0.0
falling,5,bottle,sparse,0.4,0.6,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.347,inf,2,1.0
falling,5,bottle,sparse,0.4,0.6,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3326,inf,0,0.0
falling,5,bottle,sparse,0.4,0.8,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3801,inf,0,0.0
falling,5,bottle,sparse,0.4,0.8,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3661,inf,0,0.0
falling,5,bottle,sparse,0.4,0.8,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.301,inf,0,0.0
falling,5,bottle,sparse,0.4,0.8,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3554,inf,0,0.0
falling,5,bottle,sparse,0.4,1.0,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3211,inf,0,0.0
falling,5,bottle,sparse,0.4,1.0,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3619,inf,0,0.0
falling,5,bottle,sparse,0.4,1.0,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3439,inf,0,0.0
falling,5,bottle,sparse,0.4,1.0,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3717,inf,0,0.0
falling,5,bottle,sparse,0.4,1.2,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3268,inf,0,0.0
falling,5,bottle,sparse,0.4,1.2,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.2711,inf,0,0.0
falling,5,bottle,sparse,0.4,1.2,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3411,inf,0,0.0
falling,5,bottle,sparse,0.4,1.2,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3671,inf,3,1.0
falling,5,bottle,sparse,0.4,1.4,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3453,inf,0,0.0
falling,5,bottle,sparse,0.4,1.4,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3168,inf,0,0.0
falling,5,bottle,sparse,0.4,1.4,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.2575,inf,0,0.0
falling,5,bottle,sparse,0.4,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3057,inf,0,0.0
falling,5,bottle,sparse,0.6,0.6,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3579,inf,1,0.0
falling,5,bottle,sparse,0.6,0.6,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.318,inf,0,0.0
falling,5,bottle,sparse,0.6,0.6,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.361,inf,2,1.0
falling,5,bottle,sparse,0.6,0.6,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3454,inf,0,0.0
falling,5,bottle,sparse,0.6,0.8,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3684,inf,2,1.0
falling,5,bottle,sparse,0.6,0.8,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3694,inf,0,0.0
falling,5,bottle,sparse,0.6,0.8,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.343,inf,0,0.0
falling,5,bottle,sparse,0.6,0.8,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3804,inf,0,0.0
falling,5,bottle,sparse,0.6,1.0,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.376,inf,1,0.0
falling,5,bottle,sparse,0.6,1.0,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3612,inf,0,0.0
falling,5,bottle,sparse,0.6,1.0,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3386,inf,0,0.0
falling,5,bottle,sparse,0.6,1.0,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3525,inf,0,0.0
falling,5,bottle,sparse,0.6,1.2,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.359,inf,2,-1.0
falling,5,bottle,sparse,0.6,1.2,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3033,inf,0,0.0
falling,5,bottle,sparse,0.6,1.2,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3499,inf,0,0.0
falling,5,bottle,sparse,0.6,1.2,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3608,inf,0,0.0
falling,5,bottle,sparse,0.6,1.4,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3478,inf,0,0.0
falling,5,bottle,sparse,0.6,1.4,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3396,inf,1,0.0
falling,5,bottle,sparse,0.6,1.4,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3703,inf,0,0.0
falling,5,bottle,sparse,0.6,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3737,inf,0,0.0
falling,5,bottle,sparse,0.8,0.6,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.335,inf,0,0.0
falling,5,bottle,sparse,0.8,0.6,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3554,inf,1,0.0
falling,5,bottle,sparse,0.8,0.6,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3349,inf,0,0.0
falling,5,bottle,sparse,0.8,0.6,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3714,inf,1,0.0
falling,5,bottle,sparse,0.8,0.8,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3444,inf,1,0.0
falling,5,bottle,sparse,0.8,0.8,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.363,inf,0,0.0
falling,5,bottle,sparse,0.8,0.8,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.358,inf,1,0.0
falling,5,bottle,sparse,0.8,0.8,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3595,inf,0,0.0
falling,5,bottle,sparse,0.8,1.0,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3358,inf,0,0.0
falling,5,bottle,sparse,0.8,1.0,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3643,inf,0,0.0
falling,5,bottle,sparse,0.8,1.0,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3483,inf,0,0.0
falling,5,bottle,sparse,0.8,1.0,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3217,inf,0,0.0
falling,5,bottle,sparse,0.8,1.2,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.343,inf,0,0.0
falling,5,bottle,sparse,0.8,1.2,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.368,inf,0,0.0
falling,5,bottle,sparse,0.8,1.2,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3516,inf,0,0.0
falling,5,bottle,sparse,0.8,1.2,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3662,inf,0,0.0
falling,5,bottle,sparse,0.8,1.4,0,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3582,inf,1,0.0
falling,5,bottle,sparse,0.8,1.4,1,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3287,inf,1,0.0
falling,5,bottle,sparse,0.8,1.4,2,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.37,inf,0,0.0
falling,5,bottle,sparse,0.8,1.4,3,"Sketch Smudge, a sketch of 5 bottles of different shapes and transparency, part-filled with liquid.",0.3328,inf,0,0.0
falling,5,apartment,default,0.4,0.6,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3031,inf,2,1.0
falling,5,apartment,default,0.4,0.6,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3038,inf,0,0.0
falling,5,apartment,default,0.4,0.6,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3161,inf,0,0.0
falling,5,apartment,default,0.4,0.6,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.335,inf,0,0.0
falling,5,apartment,default,0.4,0.8,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2811,inf,2,1.0
falling,5,apartment,default,0.4,0.8,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2667,inf,2,1.0
falling,5,apartment,default,0.4,0.8,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3358,inf,0,0.0
falling,5,apartment,default,0.4,0.8,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3022,inf,0,0.0
falling,5,apartment,default,0.4,1.0,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2695,inf,0,0.0
falling,5,apartment,default,0.4,1.0,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2805,inf,3,-0.3333
falling,5,apartment,default,0.4,1.0,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2805,inf,1,0.0
falling,5,apartment,default,0.4,1.0,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2644,inf,0,0.0
falling,5,apartment,default,0.4,1.2,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2937,inf,3,-0.3333
falling,5,apartment,default,0.4,1.2,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2905,inf,3,-0.3333
falling,5,apartment,default,0.4,1.2,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2967,inf,3,1.0
falling,5,apartment,default,0.4,1.2,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.278,inf,3,0.3333
falling,5,apartment,default,0.4,1.4,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.313,inf,3,0.3333
falling,5,apartment,default,0.4,1.4,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2867,inf,4,0.3333
falling,5,apartment,default,0.4,1.4,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2891,inf,3,-0.3333
falling,5,apartment,default,0.4,1.4,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2759,inf,3,-0.3333
falling,5,apartment,default,0.6,0.6,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3151,inf,0,0.0
falling,5,apartment,default,0.6,0.6,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2894,inf,1,0.0
falling,5,apartment,default,0.6,0.6,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3314,inf,0,0.0
falling,5,apartment,default,0.6,0.6,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3201,inf,1,0.0
falling,5,apartment,default,0.6,0.8,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2972,inf,0,0.0
falling,5,apartment,default,0.6,0.8,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2896,inf,2,-1.0
falling,5,apartment,default,0.6,0.8,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2735,inf,0,0.0
falling,5,apartment,default,0.6,0.8,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2995,inf,0,0.0
falling,5,apartment,default,0.6,1.0,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2787,inf,0,0.0
falling,5,apartment,default,0.6,1.0,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3111,inf,0,0.0
falling,5,apartment,default,0.6,1.0,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2777,inf,1,0.0
falling,5,apartment,default,0.6,1.0,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2964,inf,0,0.0
falling,5,apartment,default,0.6,1.2,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2658,inf,1,0.0
falling,5,apartment,default,0.6,1.2,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2932,inf,0,0.0
falling,5,apartment,default,0.6,1.2,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2918,inf,0,0.0
falling,5,apartment,default,0.6,1.2,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2976,inf,0,0.0
falling,5,apartment,default,0.6,1.4,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2472,inf,0,0.0
falling,5,apartment,default,0.6,1.4,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2501,inf,0,0.0
falling,5,apartment,default,0.6,1.4,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.311,inf,0,0.0
falling,5,apartment,default,0.6,1.4,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.292,inf,0,0.0
falling,5,apartment,default,0.8,0.6,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3188,inf,0,0.0
falling,5,apartment,default,0.8,0.6,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3312,inf,1,0.0
falling,5,apartment,default,0.8,0.6,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3129,inf,1,0.0
falling,5,apartment,default,0.8,0.6,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2833,inf,0,0.0
falling,5,apartment,default,0.8,0.8,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2872,inf,0,0.0
falling,5,apartment,default,0.8,0.8,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.301,inf,0,0.0
falling,5,apartment,default,0.8,0.8,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3068,inf,0,0.0
falling,5,apartment,default,0.8,0.8,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3122,inf,1,0.0
falling,5,apartment,default,0.8,1.0,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3016,inf,0,0.0
falling,5,apartment,default,0.8,1.0,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2764,inf,0,0.0
falling,5,apartment,default,0.8,1.0,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2944,inf,0,0.0
falling,5,apartment,default,0.8,1.0,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2856,inf,0,0.0
falling,5,apartment,default,0.8,1.2,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2883,inf,0,0.0
falling,5,apartment,default,0.8,1.2,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3046,inf,0,0.0
falling,5,apartment,default,0.8,1.2,2,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.292,inf,0,0.0
falling,5,apartment,default,0.8,1.2,3,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.3027,inf,0,0.0
falling,5,apartment,default,0.8,1.4,0,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2898,inf,0,0.0
falling,5,apartment,default,0.8,1.4,1,"Sketch Smudge, a sketch of 5 apartment buildings with varying number of floors, brick and glass exteriors.",0.2459,inf,0,0.0
